Trade Date,Open (Rs.),High (Rs.),Low (Rs.),Close (Rs.),TradeVolume,ShareVolume,Turnover (Rs.)
8/28/25,20.4,25,19.8,24.7,1635,10865674,252794435.4
8/27/25,19.9,21.4,19.7,20,1054,5625118,114770345.5
8/26/25,15.9,20.3,15.9,19.6,1690,9813518,179054826.9
8/25/25,16.1,16.2,15.7,15.8,113,301711,4805614.9
8/25/25,16.1,16.2,15.7,15.8,113,301711,4805614.9
8/22/25,15.8,16.3,15.5,16,226,888282,14209334.4
8/21/25,15.8,15.9,15.5,15.6,273,1324964,20709903.3
8/20/25,16.4,16.5,15.8,16,336,2239570,36221147.6
8/19/25,14.7,16.7,14.6,16,988,7245383,114688168.1
8/18/25,14.7,15.1,14.3,14.6,602,5278184,78152980
8/15/25,13.1,14.1,13.1,13.8,158,1089256,15133019.8
8/14/25,13.4,13.4,13,13.3,43,114439,1506166.3
8/13/25,13.3,13.4,13.1,13.1,36,92916,1227657.8
8/12/25,13.3,13.4,12.8,13.3,34,277144,3565959.1
8/11/25,13.1,13.4,13,13.1,88,127491,1683615.1
8/7/25,13.5,13.7,13,13,99,190950,2497328.2
8/6/25,13.3,13.8,13.2,13.3,69,182756,2468255.8
8/5/25,13.1,13.2,12.9,13.2,41,67717,882419.1
8/4/25,13.2,13.4,13,13,59,395415,5153118.4
8/1/25,13.5,13.7,13.1,13.2,100,377919,5042072.8
7/31/25,13.5,13.7,13.2,13.4,71,305535,4077989.6
7/30/25,13.3,13.7,13.3,13.5,50,582755,7864020.1
7/29/25,13.7,13.7,13.2,13.3,73,218031,2919993.4
7/28/25,13.7,13.9,13.6,13.6,44,317452,4354324.3
7/25/25,13.9,14,13.4,13.5,42,148691,2014339.2
7/24/25,13.5,14.1,13.5,13.7,40,130689,1803093.3
7/23/25,13.7,14,13.5,13.9,59,325015,4496854.6
7/22/25,14,14,13.6,13.7,73,625545,8573935.4
7/21/25,13.8,14.4,13.5,14,257,1113363,15668866.1
7/18/25,14.1,14.1,13.5,13.8,55,136352,1889067.7
7/17/25,13.5,14.2,12.9,14,424,4282640,59371138
7/16/25,13.2,13.7,12.9,13.5,159,627646,8236956.9
7/15/25,13.6,13.6,13.1,13.4,121,750970,10029519.5
7/14/25,13.5,13.7,13.2,13.6,128,872058,11768049.5
7/11/25,13.2,13.9,13.1,13.3,431,3499850,47717080.4
